start	stop	chrom	strand	seqname	num_exons
2195489	2208449	c11	-	Hcv1.av84.c11.g229.i1	18
2195489	2208449	c11	-	Hcv1.av84.c11.g229.i2	19
161247	169121	c11	-	Hcv1.av84.c11.g23.i1	3
2211268	2221984	c11	+	Hcv1.av84.c11.g230.i1	26
2211268	2221984	c11	+	Hcv1.av84.c11.g230.i2	27
2228260	2289149	c11	+	Hcv1.av84.c11.g231.i1	8
2234703	2289149	c11	+	Hcv1.av84.c11.g231.i2	12
2261019	2268567	c11	-	Hcv1.av84.c11.g232.i1	10
2261019	2268567	c11	-	Hcv1.av84.c11.g232.i2	10
2261019	2266224	c11	-	Hcv1.av84.c11.g232.i3	10
2301922	2303369	c11	+	Hcv1.av84.c11.g233.i1	3
2304111	2306141	c11	+	Hcv1.av84.c11.g234.i1	1
2306212	2307148	c11	+	Hcv1.av84.c11.g235.i1	1
2307246	2313829	c11	+	Hcv1.av84.c11.g236.i1	17
2307565	2313827	c11	+	Hcv1.av84.c11.g236.i2	16
2308335	2310612	c11	+	Hcv1.av84.c11.g236.i3	7
2317186	2324686	c11	-	Hcv1.av84.c11.g237.i1	7
2340093	2359708	c11	+	Hcv1.av84.c11.g238.i1	10
2340093	2359708	c11	+	Hcv1.av84.c11.g238.i2	9
2360851	2375425	c11	+	Hcv1.av84.c11.g239.i1	6
165294	174134	c11	+	Hcv1.av84.c11.g24.i1	11
2375641	2377260	c11	+	Hcv1.av84.c11.g240.i1	3
2377849	2383875	c11	+	Hcv1.av84.c11.g241.i1	6
2384203	2385014	c11	-	Hcv1.av84.c11.g242.i1	3
2385065	2387946	c11	-	Hcv1.av84.c11.g243.i1	5
2388207	2391733	c11	-	Hcv1.av84.c11.g244.i1	1
2272279	2393582	c11	-	Hcv1.av84.c11.g245.i1	3
2394005	2405313	c11	+	Hcv1.av84.c11.g246.i1	23
2405884	2433705	c11	+	Hcv1.av84.c11.g247.i1	16
2405884	2433705	c11	+	Hcv1.av84.c11.g247.i2	15
2414613	2416273	c11	+	Hcv1.av84.c11.g248.i1	1
2418186	2420111	c11	+	Hcv1.av84.c11.g249.i1	1
222465	241798	c11	+	Hcv1.av84.c11.g25.i1	6
2433911	2436118	c11	+	Hcv1.av84.c11.g250.i1	2
2436670	2460928	c11	+	Hcv1.av84.c11.g251.i1	11
2476018	2478011	c11	+	Hcv1.av84.c11.g252.i1	2
2485931	2490442	c11	+	Hcv1.av84.c11.g253.i1	11
2485931	2490442	c11	+	Hcv1.av84.c11.g253.i2	10
2485931	2488127	c11	+	Hcv1.av84.c11.g253.i3	5
2488229	2490442	c11	+	Hcv1.av84.c11.g254.i1	6
2490332	2498117	c11	-	Hcv1.av84.c11.g255.i1	5
2501383	2509825	c11	+	Hcv1.av84.c11.g256.i1	14
2512613	2518759	c11	+	Hcv1.av84.c11.g257.i1	3
2512613	2514152	c11	+	Hcv1.av84.c11.g257.i2	2
2523587	2527150	c11	-	Hcv1.av84.c11.g258.i1	4
2534794	2560779	c11	-	Hcv1.av84.c11.g259.i1	26
2534794	2560779	c11	-	Hcv1.av84.c11.g259.i2	22
2535018	2560779	c11	-	Hcv1.av84.c11.g259.i3	26
320142	342203	c11	+	Hcv1.av84.c11.g26.i1	15
320142	342203	c11	+	Hcv1.av84.c11.g26.i2	16
2547810	2551281	c11	+	Hcv1.av84.c11.g260.i1	8
2548019	2551281	c11	+	Hcv1.av84.c11.g260.i2	7
2554730	2559938	c11	+	Hcv1.av84.c11.g261.i1	13
2560862	2572729	c11	-	Hcv1.av84.c11.g262.i1	14
2560862	2572729	c11	-	Hcv1.av84.c11.g262.i2	14
2560862	2572729	c11	-	Hcv1.av84.c11.g262.i3	15
2560863	2572729	c11	-	Hcv1.av84.c11.g262.i4	14
2577670	2578829	c11	+	Hcv1.av84.c11.g263.i1	3
2580716	2592538	c11	-	Hcv1.av84.c11.g264.i1	7
2593423	2594455	c11	+	Hcv1.av84.c11.g265.i1	1
2604102	2606754	c11	+	Hcv1.av84.c11.g266.i1	7
2609675	2621894	c11	+	Hcv1.av84.c11.g267.i1	3
2609675	2621894	c11	+	Hcv1.av84.c11.g267.i2	4
2616082	2621894	c11	+	Hcv1.av84.c11.g267.i3	5
2616082	2621894	c11	+	Hcv1.av84.c11.g267.i4	7
2623019	2638566	c11	-	Hcv1.av84.c11.g268.i1	9
2639892	2662202	c11	-	Hcv1.av84.c11.g269.i1	18
229259	230632	c11	-	Hcv1.av84.c11.g27.i1	3
2668170	2669247	c11	-	Hcv1.av84.c11.g270.i1	2
2677434	2678481	c11	+	Hcv1.av84.c11.g271.i1	1
2682958	2686137	c11	+	Hcv1.av84.c11.g272.i1	2
2699616	2706974	c11	-	Hcv1.av84.c11.g273.i1	17
2708203	2711806	c11	+	Hcv1.av84.c11.g274.i1	8
2713752	2715672	c11	+	Hcv1.av84.c11.g275.i1	2
2716344	2736569	c11	+	Hcv1.av84.c11.g276.i1	18
2716344	2736569	c11	+	Hcv1.av84.c11.g276.i2	17
2719379	2720845	c11	-	Hcv1.av84.c11.g277.i1	2
2737207	2743099	c11	+	Hcv1.av84.c11.g278.i1	4
2743871	2760176	c11	+	Hcv1.av84.c11.g279.i1	19
2743871	2760176	c11	+	Hcv1.av84.c11.g279.i2	17
2743882	2760173	c11	+	Hcv1.av84.c11.g279.i3	20
242082	243862	c11	-	Hcv1.av84.c11.g28.i1	1
2767160	2781518	c11	+	Hcv1.av84.c11.g280.i1	9
2781561	2795412	c11	-	Hcv1.av84.c11.g281.i1	18
2789780	2795412	c11	-	Hcv1.av84.c11.g281.i2	13
2797517	2814064	c11	+	Hcv1.av84.c11.g282.i1	12
2801722	2814132	c11	+	Hcv1.av84.c11.g282.i2	12
2814158	2815434	c11	-	Hcv1.av84.c11.g283.i1	3
2815623	2827981	c11	-	Hcv1.av84.c11.g284.i1	18
2834593	2854558	c11	+	Hcv1.av84.c11.g285.i1	18
2858453	2867152	c11	-	Hcv1.av84.c11.g286.i1	18
2872757	2883020	c11	+	Hcv1.av84.c11.g287.i1	10
2872757	2883020	c11	+	Hcv1.av84.c11.g287.i2	11
2884393	2886234	c11	+	Hcv1.av84.c11.g288.i1	1
2891221	2893839	c11	+	Hcv1.av84.c11.g289.i1	1
258685	259484	c11	+	Hcv1.av84.c11.g29.i1	1
2893959	2897333	c11	+	Hcv1.av84.c11.g290.i1	2
2893959	2896292	c11	+	Hcv1.av84.c11.g290.i2	1
2897407	2899418	c11	+	Hcv1.av84.c11.g291.i1	1
2899529	2901492	c11	+	Hcv1.av84.c11.g292.i1	1
2902800	2904642	c11	+	Hcv1.av84.c11.g293.i1	1
2905767	2908652	c11	+	Hcv1.av84.c11.g294.i1	7
2908870	2919658	c11	+	Hcv1.av84.c11.g295.i1	17
2919837	2922471	c11	+	Hcv1.av84.c11.g296.i1	2
2923066	2935889	c11	+	Hcv1.av84.c11.g297.i1	4
2923066	2935889	c11	+	Hcv1.av84.c11.g297.i2	5
2923066	2935889	c11	+	Hcv1.av84.c11.g297.i3	5
2928655	2930331	c11	-	Hcv1.av84.c11.g298.i1	4
2928655	2930331	c11	-	Hcv1.av84.c11.g298.i2	3
2938648	2946925	c11	+	Hcv1.av84.c11.g299.i1	8
30939	33435	c11	+	Hcv1.av84.c11.g3.i1	1
259687	261663	c11	-	Hcv1.av84.c11.g30.i1	3
2947031	2950744	c11	+	Hcv1.av84.c11.g300.i1	4
2947031	2950744	c11	+	Hcv1.av84.c11.g300.i2	3
2955673	2965232	c11	+	Hcv1.av84.c11.g301.i1	3
2965834	2968080	c11	-	Hcv1.av84.c11.g302.i1	2
2967951	2983269	c11	-	Hcv1.av84.c11.g303.i1	6
2968023	2983269	c11	-	Hcv1.av84.c11.g303.i2	6
2968084	2983269	c11	-	Hcv1.av84.c11.g303.i3	7
2977929	2983933	c11	+	Hcv1.av84.c11.g304.i1	8
2977929	2983933	c11	+	Hcv1.av84.c11.g304.i2	8
2984084	3019495	c11	-	Hcv1.av84.c11.g305.i1	34
2984084	3019495	c11	-	Hcv1.av84.c11.g305.i2	35
3020227	3025594	c11	-	Hcv1.av84.c11.g306.i1	11
3020227	3025594	c11	-	Hcv1.av84.c11.g306.i2	10
3031733	3039466	c11	-	Hcv1.av84.c11.g307.i1	6
3031733	3039466	c11	-	Hcv1.av84.c11.g307.i2	6
3047583	3054993	c11	-	Hcv1.av84.c11.g308.i1	8
3055201	3075054	c11	-	Hcv1.av84.c11.g309.i1	17
3058698	3075039	c11	-	Hcv1.av84.c11.g309.i2	13
263372	265997	c11	-	Hcv1.av84.c11.g31.i1	1
3078201	3080301	c11	+	Hcv1.av84.c11.g310.i1	1
3080365	3081583	c11	+	Hcv1.av84.c11.g311.i1	1
3081667	3088218	c11	+	Hcv1.av84.c11.g312.i1	7
3081667	3088218	c11	+	Hcv1.av84.c11.g312.i2	8
3088311	3109642	c11	+	Hcv1.av84.c11.g313.i1	29
3088311	3109642	c11	+	Hcv1.av84.c11.g313.i2	30
3098963	3100091	c11	-	Hcv1.av84.c11.g314.i1	4
3110388	3114176	c11	-	Hcv1.av84.c11.g315.i1	7
3110388	3120944	c11	-	Hcv1.av84.c11.g315.i2	7
3123802	3134508	c11	-	Hcv1.av84.c11.g316.i1	13
3137679	3149264	c11	-	Hcv1.av84.c11.g317.i1	9
3149700	3175965	c11	-	Hcv1.av84.c11.g318.i1	47
3149700	3175965	c11	-	Hcv1.av84.c11.g318.i2	47
3179296	3223108	c11	+	Hcv1.av84.c11.g319.i1	48
267117	267547	c11	-	Hcv1.av84.c11.g32.i1	1
3187845	3188551	c11	-	Hcv1.av84.c11.g320.i1	3
3202346	3205899	c11	-	Hcv1.av84.c11.g321.i1	7
3202346	3205899	c11	-	Hcv1.av84.c11.g321.i2	7
3202346	3205899	c11	-	Hcv1.av84.c11.g321.i3	6
3207636	3211531	c11	-	Hcv1.av84.c11.g322.i1	8
3215117	3217499	c11	+	Hcv1.av84.c11.g323.i1	3
3223317	3253206	c11	-	Hcv1.av84.c11.g324.i1	9
3223318	3229519	c11	-	Hcv1.av84.c11.g324.i2	9
3230943	3237964	c11	+	Hcv1.av84.c11.g325.i1	14
3238030	3253422	c11	+	Hcv1.av84.c11.g326.i1	15
3253387	3254531	c11	-	Hcv1.av84.c11.g327.i1	2
3255346	3325347	c11	-	Hcv1.av84.c11.g328.i1	11
3268912	3272472	c11	-	Hcv1.av84.c11.g329.i1	8
270640	278434	c11	+	Hcv1.av84.c11.g33.i1	5
270640	278434	c11	+	Hcv1.av84.c11.g33.i2	5
3273608	3275130	c11	-	Hcv1.av84.c11.g330.i1	2
3297994	3298886	c11	+	Hcv1.av84.c11.g331.i1	2
3303859	3312881	c11	-	Hcv1.av84.c11.g332.i1	3
3313114	3319249	c11	+	Hcv1.av84.c11.g333.i1	3
3313114	3345602	c11	+	Hcv1.av84.c11.g334.i1	11
3326183	3328181	c11	+	Hcv1.av84.c11.g335.i1	1
3352050	3380521	c11	-	Hcv1.av84.c11.g336.i1	18
3377839	3379846	c11	+	Hcv1.av84.c11.g337.i1	2
3381205	3382792	c11	+	Hcv1.av84.c11.g338.i1	1
3385405	3387810	c11	-	Hcv1.av84.c11.g339.i1	6
282044	289307	c11	+	Hcv1.av84.c11.g34.i1	3
3393740	3412376	c11	-	Hcv1.av84.c11.g340.i1	23
3485924	3499709	c11	-	Hcv1.av84.c11.g341.i1	11
3485925	3499709	c11	-	Hcv1.av84.c11.g341.i2	11
3415877	3428551	c11	+	Hcv1.av84.c11.g342.i1	24
3480285	3484111	c11	+	Hcv1.av84.c11.g343.i1	7
3484727	3485820	c11	-	Hcv1.av84.c11.g344.i1	4
3490327	3511640	c11	-	Hcv1.av84.c11.g345.i1	18
3513714	3524004	c11	+	Hcv1.av84.c11.g346.i1	11
3513714	3524004	c11	+	Hcv1.av84.c11.g346.i2	10
3528035	3539323	c11	+	Hcv1.av84.c11.g347.i1	10
3528035	3539323	c11	+	Hcv1.av84.c11.g347.i2	9
3527186	3539322	c11	+	Hcv1.av84.c11.g347.i3	10
3541186	3542401	c11	+	Hcv1.av84.c11.g348.i1	1
3542486	3543668	c11	+	Hcv1.av84.c11.g349.i1	3
3542486	3550798	c11	+	Hcv1.av84.c11.g349.i2	5
324678	330327	c11	-	Hcv1.av84.c11.g35.i1	8
324678	330877	c11	-	Hcv1.av84.c11.g35.i2	8
3553390	3554153	c11	+	Hcv1.av84.c11.g350.i1	3
3554223	3557151	c11	+	Hcv1.av84.c11.g351.i1	8
3557201	3558253	c11	+	Hcv1.av84.c11.g352.i1	1
3558305	3559511	c11	+	Hcv1.av84.c11.g353.i1	1
3559708	3561659	c11	+	Hcv1.av84.c11.g354.i1	5
3559708	3562686	c11	+	Hcv1.av84.c11.g354.i2	6
3562745	3604936	c11	+	Hcv1.av84.c11.g355.i1	15
3562745	3604936	c11	+	Hcv1.av84.c11.g355.i2	15
3577506	3579674	c11	-	Hcv1.av84.c11.g356.i1	6
3580288	3582621	c11	-	Hcv1.av84.c11.g357.i1	2
3607623	3616841	c11	-	Hcv1.av84.c11.g358.i1	11
3607623	3616841	c11	-	Hcv1.av84.c11.g358.i2	6
3613334	3615603	c11	-	Hcv1.av84.c11.g358.i3	6
3616982	3618753	c11	+	Hcv1.av84.c11.g359.i1	1
337059	339111	c11	-	Hcv1.av84.c11.g36.i1	3
3619781	3621588	c11	+	Hcv1.av84.c11.g360.i1	1
3621513	3629271	c11	-	Hcv1.av84.c11.g361.i1	8
3627414	3627929	c11	-	Hcv1.av84.c11.g362.i1	1
3629348	3632545	c11	-	Hcv1.av84.c11.g363.i1	6
3632732	3639324	c11	+	Hcv1.av84.c11.g364.i1	11
3632732	3639324	c11	+	Hcv1.av84.c11.g364.i2	10
3632732	3639324	c11	+	Hcv1.av84.c11.g364.i3	11
3639663	3648093	c11	-	Hcv1.av84.c11.g365.i1	9
3663204	3671294	c11	+	Hcv1.av84.c11.g366.i1	7
3692063	3708941	c11	+	Hcv1.av84.c11.g367.i1	17
3692063	3708941	c11	+	Hcv1.av84.c11.g367.i2	18
3692063	3708941	c11	+	Hcv1.av84.c11.g367.i3	17
3695815	3696927	c11	-	Hcv1.av84.c11.g368.i1	3
3710087	3719962	c11	-	Hcv1.av84.c11.g369.i1	5
342643	343966	c11	-	Hcv1.av84.c11.g37.i1	1
3721763	3726513	c11	+	Hcv1.av84.c11.g370.i1	11
3721763	3726513	c11	+	Hcv1.av84.c11.g370.i2	10
3727451	3736336	c11	+	Hcv1.av84.c11.g371.i1	17
3736505	3741554	c11	+	Hcv1.av84.c11.g372.i1	11
3741764	3745223	c11	-	Hcv1.av84.c11.g373.i1	5
3752532	3763816	c11	-	Hcv1.av84.c11.g374.i1	24
3754289	3756176	c11	-	Hcv1.av84.c11.g375.i1	1
3767831	3772638	c11	+	Hcv1.av84.c11.g376.i1	12
3772870	3774112	c11	+	Hcv1.av84.c11.g377.i1	1
3774822	3780758	c11	-	Hcv1.av84.c11.g378.i1	7
3783469	3785834	c11	-	Hcv1.av84.c11.g379.i1	1
345331	347359	c11	-	Hcv1.av84.c11.g38.i1	4
3786018	3809205	c11	-	Hcv1.av84.c11.g380.i1	19
3810559	3811261	c11	-	Hcv1.av84.c11.g381.i1	2
3811558	3818482	c11	-	Hcv1.av84.c11.g382.i1	9
3821164	3834888	c11	-	Hcv1.av84.c11.g383.i1	8
3821164	3834888	c11	-	Hcv1.av84.c11.g383.i2	9
3821164	3834888	c11	-	Hcv1.av84.c11.g383.i3	8
3821164	3825119	c11	-	Hcv1.av84.c11.g383.i4	5
3821164	3829551	c11	-	Hcv1.av84.c11.g383.i5	6
3835995	3840473	c11	-	Hcv1.av84.c11.g384.i1	1
3845204	3851213	c11	+	Hcv1.av84.c11.g385.i1	9
3845204	3851666	c11	+	Hcv1.av84.c11.g385.i2	9
3852202	3854452	c11	-	Hcv1.av84.c11.g386.i1	3
3854586	3856032	c11	-	Hcv1.av84.c11.g387.i1	1
3859314	3860249	c11	+	Hcv1.av84.c11.g388.i1	2
3861549	3864154	c11	+	Hcv1.av84.c11.g389.i1	3
348085	350222	c11	-	Hcv1.av84.c11.g39.i1	8
3864947	3869524	c11	-	Hcv1.av84.c11.g390.i1	8
3871099	3883898	c11	+	Hcv1.av84.c11.g391.i1	6
3884007	3886561	c11	+	Hcv1.av84.c11.g392.i1	6
3887177	3892458	c11	+	Hcv1.av84.c11.g393.i1	6
3887177	3892458	c11	+	Hcv1.av84.c11.g393.i2	5
3887177	3892458	c11	+	Hcv1.av84.c11.g393.i3	4
3887177	3892458	c11	+	Hcv1.av84.c11.g393.i4	6
3887177	3892458	c11	+	Hcv1.av84.c11.g393.i5	7
3896531	3899000	c11	-	Hcv1.av84.c11.g394.i1	4
3900292	3911986	c11	-	Hcv1.av84.c11.g395.i1	22
3913231	3915360	c11	-	Hcv1.av84.c11.g396.i1	1
3913377	3915360	c11	-	Hcv1.av84.c11.g396.i2	1
3915440	3916620	c11	-	Hcv1.av84.c11.g397.i1	1
3916716	3917998	c11	-	Hcv1.av84.c11.g398.i1	1
3918110	3983940	c11	-	Hcv1.av84.c11.g399.i1	2
33768	35039	c11	+	Hcv1.av84.c11.g4.i1	1
350677	353029	c11	-	Hcv1.av84.c11.g40.i1	1
3972789	3983940	c11	-	Hcv1.av84.c11.g400.i1	9
3972789	3979489	c11	-	Hcv1.av84.c11.g400.i2	8
3972792	3978856	c11	-	Hcv1.av84.c11.g400.i3	8
3923421	3926190	c11	+	Hcv1.av84.c11.g401.i1	7
3937217	3938936	c11	+	Hcv1.av84.c11.g402.i1	1
3983945	3990023	c11	+	Hcv1.av84.c11.g403.i1	2
3994342	4005567	c11	+	Hcv1.av84.c11.g404.i1	6
4000795	4005567	c11	+	Hcv1.av84.c11.g404.i2	2
4004527	4005566	c11	+	Hcv1.av84.c11.g404.i3	1
4018833	4033136	c11	+	Hcv1.av84.c11.g405.i1	9
4018833	4033136	c11	+	Hcv1.av84.c11.g405.i2	8
4018833	4033136	c11	+	Hcv1.av84.c11.g405.i3	9
4035863	4042674	c11	+	Hcv1.av84.c11.g406.i1	6
4048949	4092584	c11	-	Hcv1.av84.c11.g407.i1	18
4048949	4092584	c11	-	Hcv1.av84.c11.g407.i2	20
4048949	4092584	c11	-	Hcv1.av84.c11.g407.i3	21
4048949	4092584	c11	-	Hcv1.av84.c11.g407.i4	19
4061073	4111895	c11	+	Hcv1.av84.c11.g408.i1	6
4061073	4086724	c11	+	Hcv1.av84.c11.g408.i2	2
4083749	4086724	c11	+	Hcv1.av84.c11.g408.i3	1
4067689	4069732	c11	-	Hcv1.av84.c11.g409.i1	2
355039	355868	c11	+	Hcv1.av84.c11.g41.i1	3
4096216	4098102	c11	+	Hcv1.av84.c11.g410.i1	5
4102303	4103156	c11	+	Hcv1.av84.c11.g411.i1	2
4112085	4124067	c11	+	Hcv1.av84.c11.g412.i1	17
4124117	4128850	c11	+	Hcv1.av84.c11.g413.i1	5
4124117	4128850	c11	+	Hcv1.av84.c11.g413.i2	4
4128908	4165616	c11	+	Hcv1.av84.c11.g414.i1	43
4128908	4165616	c11	+	Hcv1.av84.c11.g414.i2	44
4139258	4141068	c11	-	Hcv1.av84.c11.g415.i1	6
4174085	4176499	c11	+	Hcv1.av84.c11.g416.i1	3
4177501	4182679	c11	-	Hcv1.av84.c11.g417.i1	8
4177501	4182679	c11	-	Hcv1.av84.c11.g417.i2	8
4192125	4221194	c11	+	Hcv1.av84.c11.g418.i1	16
4203554	4221194	c11	+	Hcv1.av84.c11.g418.i2	9
4207096	4221194	c11	+	Hcv1.av84.c11.g418.i3	9
4221212	4222668	c11	-	Hcv1.av84.c11.g419.i1	2
355952	356876	c11	+	Hcv1.av84.c11.g42.i1	3
4223041	4225952	c11	-	Hcv1.av84.c11.g420.i1	10
4228212	4233158	c11	-	Hcv1.av84.c11.g421.i1	1
4226057	4228103	c11	-	Hcv1.av84.c11.g422.i1	3
4233312	4234753	c11	-	Hcv1.av84.c11.g423.i1	1
4235113	4253797	c11	-	Hcv1.av84.c11.g424.i1	10
4238862	4240961	c11	+	Hcv1.av84.c11.g425.i1	3
4238862	4240961	c11	+	Hcv1.av84.c11.g425.i2	2
4238862	4245568	c11	+	Hcv1.av84.c11.g425.i3	4
4238862	4245545	c11	+	Hcv1.av84.c11.g426.i1	4
4253933	4258571	c11	-	Hcv1.av84.c11.g427.i1	4
4255065	4258571	c11	-	Hcv1.av84.c11.g427.i2	3
4258660	4260505	c11	-	Hcv1.av84.c11.g428.i1	1
4262677	4267926	c11	+	Hcv1.av84.c11.g429.i1	4
356957	362741	c11	+	Hcv1.av84.c11.g43.i1	13
356957	362741	c11	+	Hcv1.av84.c11.g43.i2	12
4271954	4286439	c11	+	Hcv1.av84.c11.g430.i1	11
4271954	4286439	c11	+	Hcv1.av84.c11.g430.i2	12
4280246	4282888	c11	-	Hcv1.av84.c11.g431.i1	3
4296559	4298015	c11	-	Hcv1.av84.c11.g432.i1	5
4298166	4327453	c11	-	Hcv1.av84.c11.g433.i1	2
4302124	4326950	c11	-	Hcv1.av84.c11.g434.i1	2
4309907	4327707	c11	+	Hcv1.av84.c11.g435.i1	6
4335172	4351582	c11	+	Hcv1.av84.c11.g436.i1	7
4342521	4344376	c11	+	Hcv1.av84.c11.g437.i1	4
4342521	4344376	c11	+	Hcv1.av84.c11.g437.i2	3
4344558	4347219	c11	+	Hcv1.av84.c11.g438.i1	6
4344558	4347219	c11	+	Hcv1.av84.c11.g438.i2	7
4344558	4347219	c11	+	Hcv1.av84.c11.g438.i3	3
4344558	4347219	c11	+	Hcv1.av84.c11.g438.i4	4
4347304	4368877	c11	-	Hcv1.av84.c11.g439.i1	16
358496	359311	c11	-	Hcv1.av84.c11.g44.i1	3
4352190	4355589	c11	-	Hcv1.av84.c11.g440.i1	6
4359300	4361456	c11	+	Hcv1.av84.c11.g441.i1	5
4370728	4372726	c11	+	Hcv1.av84.c11.g442.i1	5
4372823	4385614	c11	+	Hcv1.av84.c11.g443.i1	6
4372823	4385614	c11	+	Hcv1.av84.c11.g443.i2	4
4385899	4387295	c11	+	Hcv1.av84.c11.g444.i1	1
4390328	4391687	c11	+	Hcv1.av84.c11.g445.i1	1
4392592	4395398	c11	-	Hcv1.av84.c11.g446.i1	7
4395611	4399036	c11	-	Hcv1.av84.c11.g447.i1	9
4399184	4415420	c11	-	Hcv1.av84.c11.g448.i1	24
4399184	4413156	c11	-	Hcv1.av84.c11.g448.i2	23
4428565	4443175	c11	-	Hcv1.av84.c11.g449.i1	22
4429800	4443175	c11	-	Hcv1.av84.c11.g449.i2	22
363158	369786	c11	+	Hcv1.av84.c11.g45.i1	6
4445976	4455979	c11	+	Hcv1.av84.c11.g450.i1	9
4454046	4463770	c11	+	Hcv1.av84.c11.g451.i1	9
4465398	4488219	c11	+	Hcv1.av84.c11.g452.i1	31
4465398	4488219	c11	+	Hcv1.av84.c11.g452.i2	32
4470613	4471345	c11	-	Hcv1.av84.c11.g453.i1	1
4492651	4497173	c11	+	Hcv1.av84.c11.g454.i1	3
4501078	4505480	c11	-	Hcv1.av84.c11.g455.i1	5
4503591	4505480	c11	-	Hcv1.av84.c11.g455.i2	3
4513250	4516369	c11	+	Hcv1.av84.c11.g456.i1	5
4516561	4521351	c11	-	Hcv1.av84.c11.g457.i1	2
4521427	4534609	c11	-	Hcv1.av84.c11.g458.i1	10
4537616	4547090	c11	-	Hcv1.av84.c11.g459.i1	14
4537616	4547090	c11	-	Hcv1.av84.c11.g459.i2	15
4534698	4547090	c11	-	Hcv1.av84.c11.g459.i3	15
364331	366586	c11	-	Hcv1.av84.c11.g46.i1	1
4547324	4553079	c11	-	Hcv1.av84.c11.g460.i1	10
4557173	4576581	c11	+	Hcv1.av84.c11.g461.i1	14
4557173	4576581	c11	+	Hcv1.av84.c11.g461.i2	13
4577059	4582960	c11	-	Hcv1.av84.c11.g462.i1	14
4583506	4592442	c11	+	Hcv1.av84.c11.g463.i1	13
4586484	4592442	c11	+	Hcv1.av84.c11.g463.i2	10
4586484	4592442	c11	+	Hcv1.av84.c11.g463.i3	13
4586484	4592442	c11	+	Hcv1.av84.c11.g463.i4	12
4592541	4597974	c11	+	Hcv1.av84.c11.g464.i1	9
4605291	4606893	c11	-	Hcv1.av84.c11.g465.i1	1
4610377	4613189	c11	-	Hcv1.av84.c11.g466.i1	7
4623075	4628048	c11	+	Hcv1.av84.c11.g467.i1	4
4634922	4647792	c11	+	Hcv1.av84.c11.g468.i1	27
4634922	4647792	c11	+	Hcv1.av84.c11.g468.i2	27
4648431	4658084	c11	+	Hcv1.av84.c11.g469.i1	15
370007	371566	c11	+	Hcv1.av84.c11.g47.i1	4
4658546	4666802	c11	+	Hcv1.av84.c11.g470.i1	10
4658546	4666802	c11	+	Hcv1.av84.c11.g470.i2	10
4688784	4694049	c11	+	Hcv1.av84.c11.g471.i1	7
4688784	4694049	c11	+	Hcv1.av84.c11.g471.i2	6
4701828	4708928	c11	+	Hcv1.av84.c11.g472.i1	16
4713479	4739473	c11	-	Hcv1.av84.c11.g473.i1	28
4713479	4741310	c11	-	Hcv1.av84.c11.g473.i2	26
4713479	4741310	c11	-	Hcv1.av84.c11.g473.i3	28
4713479	4745735	c11	-	Hcv1.av84.c11.g473.i4	28
4752959	4786933	c11	-	Hcv1.av84.c11.g474.i1	22
4752959	4786933	c11	-	Hcv1.av84.c11.g474.i2	21
4751333	4786933	c11	-	Hcv1.av84.c11.g474.i3	22
4750779	4786933	c11	-	Hcv1.av84.c11.g474.i4	21
4787778	4849595	c11	-	Hcv1.av84.c11.g475.i1	16
4787778	4849595	c11	-	Hcv1.av84.c11.g475.i2	16
4787778	4808371	c11	-	Hcv1.av84.c11.g475.i3	6
4787778	4849109	c11	-	Hcv1.av84.c11.g475.i4	16
4812430	4814580	c11	-	Hcv1.av84.c11.g476.i1	1
4814712	4816947	c11	-	Hcv1.av84.c11.g477.i1	1
4853459	4856905	c11	-	Hcv1.av84.c11.g478.i1	3
4858279	4859809	c11	+	Hcv1.av84.c11.g479.i1	4
372756	390156	c11	+	Hcv1.av84.c11.g48.i1	12
372756	390156	c11	+	Hcv1.av84.c11.g48.i2	12
372756	390156	c11	+	Hcv1.av84.c11.g48.i3	13
372756	390156	c11	+	Hcv1.av84.c11.g48.i4	13
4860382	4862658	c11	+	Hcv1.av84.c11.g480.i1	5
4864750	4877750	c11	-	Hcv1.av84.c11.g481.i1	25
4864750	4877750	c11	-	Hcv1.av84.c11.g481.i2	25
4877866	4887388	c11	-	Hcv1.av84.c11.g482.i1	3
4881986	4884211	c11	-	Hcv1.av84.c11.g483.i1	1
4884283	4887076	c11	-	Hcv1.av84.c11.g484.i1	2
4887448	4889284	c11	-	Hcv1.av84.c11.g485.i1	1
4889972	4896037	c11	-	Hcv1.av84.c11.g486.i1	10
4896118	4915865	c11	-	Hcv1.av84.c11.g487.i1	7
4897283	4899238	c11	-	Hcv1.av84.c11.g488.i1	1
4906752	4911239	c11	-	Hcv1.av84.c11.g489.i1	2
378542	380288	c11	-	Hcv1.av84.c11.g49.i1	2
4916019	4918071	c11	-	Hcv1.av84.c11.g490.i1	6
4916019	4918071	c11	-	Hcv1.av84.c11.g490.i2	5
4920587	4921747	c11	-	Hcv1.av84.c11.g491.i1	1
4922184	4926861	c11	-	Hcv1.av84.c11.g492.i1	6
4930245	4936913	c11	-	Hcv1.av84.c11.g493.i1	17
4939228	4940373	c11	+	Hcv1.av84.c11.g494.i1	1
4940564	4945151	c11	+	Hcv1.av84.c11.g495.i1	10
4940564	4945151	c11	+	Hcv1.av84.c11.g495.i2	11
4945346	4946875	c11	+	Hcv1.av84.c11.g496.i1	3
4953603	4981215	c11	-	Hcv1.av84.c11.g497.i1	16
